Date,Open,High,Low,Close,Adj Close,Volume
2006-02-06,16.500000,16.500000,16.400000,16.416666,15.658572,36600
2006-02-07,16.469999,16.520000,16.366667,16.366667,15.610880,16500
2006-02-08,16.340000,16.360001,16.266666,16.360001,15.604519,1500
2006-02-09,16.549999,16.723333,16.513334,16.513334,15.750774,36300
2006-02-10,16.400000,16.559999,16.330000,16.559999,15.795291,16200
2006-02-13,16.410000,16.410000,16.316668,16.326666,15.572729,118800
2006-02-14,16.459999,16.480000,16.459999,16.480000,15.718974,600
2006-02-15,16.646667,16.990000,16.646667,16.903334,16.122763,19800
2006-02-16,17.123333,17.200001,17.096666,17.200001,16.405731,3600
2006-02-17,17.250000,17.256666,17.206667,17.230000,16.434349,76500
2006-02-21,17.233334,17.233334,16.926666,16.956667,16.173635,219300
2006-02-22,17.136667,17.320000,17.126667,17.320000,16.520193,7200
2006-02-23,17.250000,17.389999,17.250000,17.363333,16.561525,63600
2006-02-24,17.416666,17.693333,17.410000,17.693333,16.876282,172800
2006-02-27,18.000000,18.143333,17.889999,18.116667,17.280067,104400
2006-02-28,18.000000,18.000000,17.700001,17.716667,16.898542,13200
2006-03-01,17.873333,17.963333,17.660000,17.940001,17.111565,54900
2006-03-02,17.933332,17.936666,17.766666,17.936666,17.108385,64200
2006-03-03,17.933332,17.953333,17.806667,17.856667,17.032076,102300
2006-03-06,17.783333,17.836666,17.623333,17.733334,16.914434,215400
2006-03-07,17.496666,17.549999,17.353333,17.383333,16.580601,428100
2006-03-08,17.366667,17.706667,17.223333,17.673334,16.857212,839400
2006-03-09,17.603333,17.603333,17.406666,17.420000,16.615576,14100
2006-03-10,17.306667,17.563334,17.306667,17.373333,16.571056,26100
2006-03-13,17.533333,17.590000,17.333334,17.333334,16.532909,50100
2006-03-14,17.366667,17.366667,17.250000,17.316668,16.517019,170700
2006-03-15,17.386667,17.426666,17.366667,17.426666,16.621931,4500
2006-03-16,17.633333,17.636667,17.400000,17.400000,16.596493,43500
2006-03-17,17.316668,17.366667,17.299999,17.356667,16.555161,9600
2006-03-20,17.273333,17.420000,17.226667,17.290001,16.491579,8100
2006-03-21,17.146667,17.260000,16.936666,16.973333,16.189535,134700
2006-03-22,16.766666,16.980000,16.596666,16.973333,16.189535,13200
2006-03-23,17.033333,17.033333,16.809999,16.906666,16.125944,101400
2006-03-24,16.796667,16.796667,16.666666,16.733334,15.960618,300000
2006-03-27,16.719999,16.719999,16.650000,16.676666,15.906564,139200
2006-03-28,16.639999,16.706667,16.563334,16.563334,15.798464,24900
2006-03-29,16.563334,16.743334,16.563334,16.716667,15.944713,62400
2006-03-30,16.733334,16.799999,16.690001,16.746666,15.973330,17100
2006-03-31,16.826666,16.826666,16.690001,16.756666,15.982879,18000
2006-04-03,16.756666,16.756666,16.496666,16.506666,15.744415,87300
2006-04-04,16.466667,16.576666,16.466667,16.516666,15.753955,33600
2006-04-05,16.583334,16.583334,16.423334,16.466667,15.706262,26100
2006-04-06,16.283333,16.293333,16.129999,16.190001,15.442375,14700
2006-04-07,16.260000,16.260000,15.936666,15.970000,15.232532,12300
2006-04-10,15.986667,15.986667,15.876667,15.890000,15.156228,20700
2006-04-11,15.973333,15.973333,15.560000,15.583333,14.863718,71700
2006-04-12,15.650000,15.840000,15.650000,15.800000,15.070383,57300
2006-04-13,15.873333,16.013334,15.873333,16.013334,15.273865,5400
2006-04-17,16.006666,16.040001,15.730000,15.876667,15.143506,37500
2006-04-18,15.880000,16.193333,15.880000,16.176666,15.429654,74400
2006-04-19,16.176666,16.190001,16.073334,16.190001,15.442375,100800
2006-04-20,16.129999,16.216667,16.116667,16.160000,15.413758,64800
2006-04-21,16.070000,16.070000,15.933333,15.940000,15.203916,9900
2006-04-24,15.926666,15.933333,15.793333,15.930000,15.194377,12600
2006-04-25,15.946667,16.026667,15.796667,15.866667,15.133968,88800
2006-04-26,15.933333,15.933333,15.646667,15.716666,14.990896,107700
2006-04-27,15.616667,16.076666,15.616667,15.963333,15.226171,27600
2006-04-28,15.880000,16.046667,15.880000,15.930000,15.194377,11400
2006-05-01,16.003334,16.023333,15.763333,15.763333,15.035407,56100
2006-05-02,15.783334,15.783334,15.480000,15.530000,14.812850,18600
2006-05-03,15.453333,15.490000,15.386666,15.490000,14.774695,15300
2006-05-04,15.516666,15.706667,15.516666,15.700000,14.975000,162900
2006-05-05,15.733334,15.933333,15.733334,15.933333,15.197556,12300
2006-05-08,15.983334,15.983334,15.893333,15.936666,15.200736,10500
2006-05-09,15.870000,15.870000,15.773334,15.796667,15.067204,15600
2006-05-10,15.733334,15.733334,15.590000,15.623333,14.901872,9600
2006-05-11,15.493333,15.493333,15.316667,15.343333,14.634803,14700
2006-05-12,15.183333,15.210000,15.090000,15.203333,14.501266,22200
2006-05-15,15.176666,15.210000,15.126667,15.126667,14.428144,2100
2006-05-16,15.063334,15.063334,14.840000,14.856667,14.170609,21900
2006-05-17,14.810000,14.863334,14.556666,14.556666,13.884462,96000
2006-05-18,14.663333,14.696667,14.313334,14.336667,13.674625,12900
2006-05-19,14.346666,14.430000,14.256667,14.383333,13.719135,15000
2006-05-22,14.383333,14.460000,14.223333,14.330000,13.668264,6300
2006-05-23,14.366667,14.463333,14.176666,14.176666,13.522012,19500
2006-05-24,14.156667,14.316667,13.923333,14.316667,13.655542,5700
2006-05-25,14.446667,14.606667,14.446667,14.606667,13.932157,114300
2006-05-26,14.856667,15.026667,14.823334,15.016666,14.323220,511500
2006-05-30,15.006667,15.006667,14.806666,14.806666,14.122919,298200
2006-05-31,14.896667,14.976666,14.863334,14.976666,14.285066,15900
2006-06-01,15.020000,15.163333,15.020000,15.160000,14.459933,12300
2006-06-02,15.400000,15.400000,15.260000,15.323334,14.615726,19800
2006-06-05,15.240000,15.240000,14.803333,14.803333,14.119740,8100
2006-06-06,14.666667,14.833333,14.666667,14.833333,14.148353,9900
2006-06-07,14.916667,15.136666,14.916667,14.926666,14.237378,12000
2006-06-08,14.816667,14.960000,14.600000,14.946667,14.256452,21600
2006-06-09,14.953333,15.130000,14.790000,14.826667,14.141996,11700
2006-06-12,14.883333,14.883333,14.556666,14.556666,13.884462,6900
2006-06-13,14.353333,14.593333,14.253333,14.273334,13.614214,150600
2006-06-14,14.333333,14.420000,14.253333,14.356667,13.693700,43800
2006-06-15,14.533334,14.793333,14.513333,14.786667,14.103846,6600
2006-06-16,14.766666,14.766666,14.653334,14.693334,14.014817,5100
2006-06-19,14.933333,14.933333,14.366667,14.366667,13.703238,5700
